Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved,Complexity,Class
558E,A Simple Task,Heaps binary search trees segment trees hash tables etc|Sortings orderings|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|sortings|strings,1056,0.739,Hard,
558D,Guess Your Way Out! II,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Sortings orderings,data structures|implementation|sortings,749,0.739,Hard,
558C,Amr and Chemistry,Brute force|Greedy algorithms,brute force|greedy,2294,0.353,Easy,
558B,Amr and The Large Array,Implementation problems programming technics simulation,implementation,4573,0.0,Easy,
558A,Lala Land and Apple Trees,Brute force|Implementation problems programming technics simulation|Sortings orderings,brute force|implementation|sortings,5631,0.298,Easy,
557E,Ann and Half-Palindrome,Heaps binary search trees segment trees hash tables etc|Dynamic programming|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc|Trees,data structures|dp|string suffix structures|strings|trees,586,0.825,Hard,
557D,Vitaly and Cycle,Combinatorics|Dfs and similar|Graphs|Mathematics including integration differential equations etc,combinatorics|dfs and similar|graphs|math,1207,0.705,Medium,
557C,Arthur and Table,Brute force|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Greedy algorithms,brute force|data structures|dp|greedy,2282,0.739,Hard,
557B,Pasha and Tea,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,4363,0.275,Easy,
557A,Ilya and Diplomas,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,5768,0.353,Easy,
556B,Case of Fake Numbers,Brute force|Implementation problems programming technics simulation,brute force|implementation,5169,0.298,Easy,
556A,Case of the Zeros and Ones,Greedy algorithms,greedy,8054,0.353,Easy,
555E,Case of Computer Network,Dfs and similar|Graphs|Trees,dfs and similar|graphs|trees,384,0.756,Hard,
555D,Case of a Top Secret,Binary search|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|implementation|math,529,0.582,Medium,
555C,Case of Chocolate,Heaps binary search trees segment trees hash tables etc,data structures,1122,0.739,Hard,
555B,Case of Fugitive,Heaps binary search trees segment trees hash tables etc|Greedy algorithms|Sortings orderings,data structures|greedy|sortings,2054,0.739,Hard,
555A,Case of Matryoshkas,Implementation problems programming technics simulation,implementation,4564,0.0,Easy,
554B,Ohana Cleans Up,Brute force|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|strings,4966,0.331,Easy,
554A,Kyoya and Photobooks,Brute force|Mathematics including integration differential equations etc,brute force|math,6079,0.366,Easy,
553E,Kyoya and Train,Dynamic programming|Fast Fourier transform|Probabilities expected values statistics random variables etc,dp|fft|probabilities,45,0.926,Hard,
553D,Nudist Beach,Binary search|Graphs|Greedy algorithms,binary search|graphs|greedy,555,0.705,Medium,
553C,Love Triangles,Dfs and similar|Disjoint set union|Graphs,dfs and similar|dsu|graphs,942,0.705,Medium,
553B,Kyoya and Permutation,Binary search|Combinatorics|Constructive algorithms|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,binary search|combinatorics|constructive algorithms|implementation|math,1380,0.687,Medium,
553A,Kyoya and Colored Balls,Combinatorics|Dynamic programming|Mathematics including integration differential equations etc,combinatorics|dp|math,3514,0.706,Medium,
552E,Vanya and Brackets,Brute force|Dynamic programming|Parsing expression grammar|Greedy algorithms|Implementation problems programming technics simulation,brute force|dp|expression parsing|greedy|implementation,927,0.713,Medium,
552D,Vanya and Triangles,Brute force|Combinatorics|Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Mathematics including integration differential equations etc|Sortings orderings,brute force|combinatorics|data structures|geometry|math|sortings,2172,0.781,Hard,
552C,Vanya and Scales,Brute force|Dynamic programming|Greedy algorithms|Mathematics including integration differential equations etc|Meet-in-the-middle,brute force|dp|greedy|math|meet-in-the-middle,2758,0.706,Medium,
552B,Vanya and Books,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6599,0.366,Easy,
552A,Vanya and Table,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,6119,0.366,Easy,
551E,GukiZ and GukiZiana,Binary search|Heaps binary search trees segment trees hash tables etc,binary search|data structures,693,0.739,Hard,
551D,GukiZ and Binary Operations,Combinatorics|Mathematics including integration differential equations etc|Matrix multiplication determinant Cramer's rule systems of linear equations|Number theory: Euler function GCD divisibility etc,combinatorics|math|matrices|number theory,906,0.861,Hard,
551C,GukiZ hates Boxes,Binary search|Greedy algorithms,binary search|greedy,1465,0.582,Medium,
551B,ZgukistringZ,Brute force|Constructive algorithms|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|constructive algorithms|implementation|strings,2452,0.433,Medium,
551A,GukiZ and Contest,Implementation problems programming technics simulation|Sortings orderings,implementation|sortings,7458,0.275,Easy,
550E,Brackets in Implications,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,908,0.433,Medium,
550D,Regular Bridge,Constructive algorithms|Graphs|Implementation problems programming technics simulation,constructive algorithms|graphs|implementation,1546,0.705,Medium,
550C,Divisibility by Eight,Brute force|Dynamic programming|Mathematics including integration differential equations etc,brute force|dp|math,5396,0.706,Medium,
550B,Preparing Olympiad,Bitmasks|Brute force,bitmasks|brute force,4519,0.728,Medium,
550A,Two Substrings,Brute force|Dynamic programming|Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,brute force|dp|implementation|strings,6817,0.706,Medium,
549H,Degenerate Matrix,Binary search|Mathematics including integration differential equations etc,binary search|math,1386,0.582,Medium,
549G,Happy Line,Greedy algorithms|Sortings orderings,greedy|sortings,1464,0.353,Easy,
549F,Yura and Developers,Heaps binary search trees segment trees hash tables etc|Divide and Conquer,data structures|divide and conquer,321,0.857,Hard,
549E,Sasha Circle,Mathematics including integration differential equations etc,math,29,0.366,Easy,
549D,Haar Features,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,1794,0.353,Easy,
549C,The Game Of Parity,Games Sprague–Grundy theorem,games,1161,0.663,Medium,
549B,Looksery Party,Constructive algorithms|Dfs and similar|Greedy algorithms,constructive algorithms|dfs and similar|greedy,1020,0.645,Medium,
549A,Face Detection,Implementation problems programming technics simulation,implementation,5713,0.0,Easy,
548B,Mike and Fun,Brute force|Greedy algorithms|Implementation problems programming technics simulation,brute force|greedy|implementation,3985,0.353,Easy,
548A,Mike and Fax,Brute force|Implementation problems programming technics simulation,brute force|implementation,5740,0.298,Easy,
547E,Mike and Friends,Heaps binary search trees segment trees hash tables etc|Suffix arrays suffix trees suffix automatas etc|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,data structures|string suffix structures|strings,312,0.825,Hard,
547D,Mike and Fish,Dfs and similar|Graphs,dfs and similar|graphs,462,0.705,Medium,
547C,Mike and Foam,Bitmasks|Number theory: Euler function GCD divisibility etc,bitmasks|number theory,1005,0.728,Medium,
547B,Mike and Feet,Binary search|Heaps binary search trees segment trees hash tables etc|Dynamic programming|Disjoint set union,binary search|data structures|dp|dsu,2532,0.739,Hard,
547A,Mike and Frog,Brute force|Implementation problems programming technics simulation|Mathematics including integration differential equations etc,brute force|implementation|math,1662,0.366,Easy,
546E,Soldier and Traveling,Graph network flows|Mathematics including integration differential equations etc,flows|math,1086,0.877,Hard,
546D,Soldier and Number Game,Constructive algorithms|Dynamic programming|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,constructive algorithms|dp|math|number theory,3365,0.706,Medium,
546C,Soldier and Cards,Brute force|Dfs and similar,brute force|dfs and similar,4902,0.645,Medium,
546B,Soldier and Badges,Brute force|Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,brute force|greedy|implementation|sortings,6364,0.353,Easy,
546A,Soldier and Bananas,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,13204,0.366,Easy,
545E,Paths and Trees,Graphs|Greedy algorithms|Shortest paths on weighted and unweighted graphs,graphs|greedy|shortest paths,1540,0.732,Hard,
545D,Queue,Greedy algorithms|Implementation problems programming technics simulation|Sortings orderings,greedy|implementation|sortings,5845,0.353,Easy,
545C,Woodcutters,Dynamic programming|Greedy algorithms,dp|greedy,5109,0.706,Medium,
545B,Equidistant String,Greedy algorithms,greedy,5687,0.353,Easy,
545A,Toy Cars,Implementation problems programming technics simulation,implementation,6311,0.0,Easy,
544B,Sea and Islands,Constructive algorithms|Implementation problems programming technics simulation,constructive algorithms|implementation,3567,0.433,Medium,
544A,Set of Strings,Implementation problems programming technics simulation,implementation,4319,0.0,Easy,
543E,Listening to Music,Constructive algorithms|Heaps binary search trees segment trees hash tables etc,constructive algorithms|data structures,58,0.739,Hard,
543D,Road Improvement,Dynamic programming|Trees,dp|trees,765,0.756,Hard,
543C,Remembering Strings,Bitmasks|Dynamic programming,bitmasks|dp,599,0.728,Medium,
543B,Destroying Roads,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,1605,0.732,Hard,
543A,Writing Code,Dynamic programming,dp,2984,0.706,Medium,
542F,Quest,Dynamic programming|Greedy algorithms,dp|greedy,513,0.706,Medium,
542E,Playing on Graph,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,249,0.732,Hard,
542D,Superhero's Job,Dfs and similar|Dynamic programming|Hashing hashtables|Mathematics including integration differential equations etc|Number theory: Euler function GCD divisibility etc,dfs and similar|dp|hashing|math|number theory,249,0.714,Medium,
542C,Idempotent functions,Constructive algorithms|Graphs|Mathematics including integration differential equations etc,constructive algorithms|graphs|math,738,0.705,Medium,
542B,Duck Hunt,Heaps binary search trees segment trees hash tables etc,data structures,37,0.739,Hard,
542A,Place Your Ad Here,Heaps binary search trees segment trees hash tables etc|Sortings orderings,data structures|sortings,293,0.739,Hard,
540E,Infinite Inversions,Binary search|Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation|Sortings orderings|Trees,binary search|data structures|implementation|sortings|trees,749,0.756,Hard,
540D,Bad Luck Island,Dynamic programming|Probabilities expected values statistics random variables etc,dp|probabilities,1857,0.802,Hard,
540C,Ice Cave,Dfs and similar,dfs and similar,2846,0.645,Medium,
540B,School Marks,Greedy algorithms|Implementation problems programming technics simulation,greedy|implementation,2924,0.353,Easy,
540A,Combination Lock,Implementation problems programming technics simulation,implementation,8821,0.0,Easy,
538H,Summer Dichotomy,2-satisfiability|Heaps binary search trees segment trees hash tables etc|Dfs and similar|Greedy algorithms,2-sat|data structures|dfs and similar|greedy,76,0.749,Hard,
